PART ONE: 5,7,3,0
5876 => 6,3,3,1,0
5877 => 6,3,3,1,0
5878 => 6,3,3,1,0
5879 => 6,3,3,1,0
5880 => 7,3,3,1,0
5881 => 7,3,3,1,0
5882 => 7,3,3,1,0
5883 => 7,3,3,1,0
5884 => 7,3,3,1,0
5885 => 7,3,3,1,0
5886 => 7,3,3,1,0
5887 => 7,3,3,1,0
5888 => 0,4,3,1,0
5889 => 0,4,3,1,0
5890 => 0,4,3,1,0
5891 => 0,4,3,1,0
5892 => 0,4,3,1,0
5893 => 0,4,3,1,0
5894 => 0,4,3,1,0
5895 => 0,4,3,1,0
5896 => 1,4,3,1,0
5897 => 1,4,3,1,0
5898 => 1,4,3,1,0
5899 => 1,4,3,1,0
5900 => 1,4,3,1,0
5901 => 1,4,3,1,0
5902 => 1,4,3,1,0
5903 => 1,4,3,1,0
5904 => 2,4,3,1,0
5905 => 2,4,3,1,0
5906 => 2,4,3,1,0
5907 => 2,4,3,1,0
5908 => 2,4,3,1,0
5909 => 2,4,3,1,0
5910 => 2,4,3,1,0
5911 => 2,4,3,1,0
5912 => 3,4,3,1,0
5913 => 3,4,3,1,0
5914 => 3,4,3,1,0
5915 => 3,4,3,1,0
5916 => 3,4,3,1,0
5917 => 3,4,3,1,0
5918 => 3,4,3,1,0
5919 => 3,4,3,1,0
5920 => 4,4,3,1,0
5921 => 4,4,3,1,0
5922 => 4,4,3,1,0
5923 => 4,4,3,1,0
5924 => 4,4,3,1,0
5925 => 4,4,3,1,0
5926 => 4,4,3,1,0
5927 => 4,4,3,1,0
5928 => 5,4,3,1,0
5929 => 5,4,3,1,0
5930 => 5,4,3,1,0
5931 => 5,4,3,1,0
5932 => 5,4,3,1,0
5933 => 5,4,3,1,0
5934 => 5,4,3,1,0
5935 => 5,4,3,1,0
5936 => 6,4,3,1,0
5937 => 6,4,3,1,0
5938 => 6,4,3,1,0
5939 => 6,4,3,1,0
5940 => 6,4,3,1,0
5941 => 6,4,3,1,0
5942 => 6,4,3,1,0
5943 => 6,4,3,1,0
5944 => 7,4,3,1,0
5945 => 7,4,3,1,0
5946 => 7,4,3,1,0
5947 => 7,4,3,1,0
5948 => 7,4,3,1,0
5949 => 7,4,3,1,0
5950 => 7,4,3,1,0
5951 => 7,4,3,1,0
5952 => 0,5,3,1,0
5953 => 0,5,3,1,0
5954 => 0,5,3,1,0
5955 => 0,5,3,1,0
5956 => 0,5,3,1,0
5957 => 0,5,3,1,0
5958 => 0,5,3,1,0
5959 => 0,5,3,1,0
5960 => 1,5,3,1,0
5961 => 1,5,3,1,0
5962 => 1,5,3,1,0
5963 => 1,5,3,1,0
5964 => 1,5,3,1,0
5965 => 1,5,3,1,0
5966 => 1,5,3,1,0
5967 => 1,5,3,1,0
5968 => 2,5,3,1,0
5969 => 2,5,3,1,0
5970 => 2,5,3,1,0
5971 => 2,5,3,1,0
5972 => 2,5,3,1,0
5973 => 2,5,3,1,0
5974 => 2,5,3,1,0
5975 => 2,5,3,1,0
5976 => 3,5,3,1,0
5977 => 3,5,3,1,0
5978 => 3,5,3,1,0
5979 => 3,5,3,1,0
5980 => 3,5,3,1,0
5981 => 3,5,3,1,0
5982 => 3,5,3,1,0
5983 => 3,5,3,1,0
5984 => 4,5,3,1,0
5985 => 4,5,3,1,0
5986 => 4,5,3,1,0
5987 => 4,5,3,1,0
5988 => 4,5,3,1,0
5989 => 4,5,3,1,0
5990 => 4,5,3,1,0
5991 => 4,5,3,1,0
5992 => 5,5,3,1,0
5993 => 5,5,3,1,0
5994 => 5,5,3,1,0
5995 => 5,5,3,1,0
5996 => 5,5,3,1,0
5997 => 5,5,3,1,0
5998 => 5,5,3,1,0
5999 => 5,5,3,1,0
6000 => 6,5,3,1,0
6001 => 6,5,3,1,0
6002 => 6,5,3,1,0
6003 => 6,5,3,1,0
6004 => 6,5,3,1,0
6005 => 6,5,3,1,0
6006 => 6,5,3,1,0
6007 => 6,5,3,1,0
6008 => 7,5,3,1,0
6009 => 7,5,3,1,0
6010 => 7,5,3,1,0
6011 => 7,5,3,1,0
6012 => 7,5,3,1,0
6013 => 7,5,3,1,0
6014 => 7,5,3,1,0
6015 => 7,5,3,1,0
6016 => 0,6,3,1,0
6017 => 0,6,3,1,0
6018 => 0,6,3,1,0
6019 => 0,6,3,1,0
6020 => 0,6,3,1,0
6021 => 0,6,3,1,0
6022 => 0,6,3,1,0
6023 => 0,6,3,1,0
6024 => 1,6,3,1,0
6025 => 1,6,3,1,0
6026 => 1,6,3,1,0
6027 => 1,6,3,1,0
6028 => 1,6,3,1,0
6029 => 1,6,3,1,0
6030 => 1,6,3,1,0
6031 => 1,6,3,1,0
6032 => 2,6,3,1,0
6033 => 2,6,3,1,0
6034 => 2,6,3,1,0
6035 => 2,6,3,1,0
6036 => 2,6,3,1,0
6037 => 2,6,3,1,0
6038 => 2,6,3,1,0
6039 => 2,6,3,1,0
6040 => 3,6,3,1,0
6041 => 3,6,3,1,0
6042 => 3,6,3,1,0
6043 => 3,6,3,1,0
6044 => 3,6,3,1,0
6045 => 3,6,3,1,0
6046 => 3,6,3,1,0
6047 => 3,6,3,1,0
6048 => 4,6,3,1,0
6049 => 4,6,3,1,0
6050 => 4,6,3,1,0
6051 => 4,6,3,1,0
6052 => 4,6,3,1,0
6053 => 4,6,3,1,0
6054 => 4,6,3,1,0
6055 => 4,6,3,1,0
6056 => 5,6,3,1,0
6057 => 5,6,3,1,0
6058 => 5,6,3,1,0
6059 => 5,6,3,1,0
6060 => 5,6,3,1,0
6061 => 5,6,3,1,0
6062 => 5,6,3,1,0
6063 => 5,6,3,1,0
6064 => 6,6,3,1,0
6065 => 6,6,3,1,0
6066 => 6,6,3,1,0
6067 => 6,6,3,1,0
6068 => 6,6,3,1,0
6069 => 6,6,3,1,0
6070 => 6,6,3,1,0
6071 => 6,6,3,1,0
6072 => 7,6,3,1,0
6073 => 7,6,3,1,0
6074 => 7,6,3,1,0
6075 => 7,6,3,1,0
6076 => 7,6,3,1,0
6077 => 7,6,3,1,0
6078 => 7,6,3,1,0
6079 => 7,6,3,1,0
6080 => 0,7,3,1,0
6081 => 0,7,3,1,0
6082 => 0,7,3,1,0
6083 => 0,7,3,1,0
6084 => 0,7,3,1,0
6085 => 0,7,3,1,0
6086 => 0,7,3,1,0
6087 => 0,7,3,1,0
6088 => 1,7,3,1,0
6089 => 1,7,3,1,0
6090 => 1,7,3,1,0
6091 => 1,7,3,1,0
6092 => 1,7,3,1,0
6093 => 1,7,3,1,0
6094 => 1,7,3,1,0
6095 => 1,7,3,1,0
6096 => 2,7,3,1,0
6097 => 2,7,3,1,0
6098 => 2,7,3,1,0
6099 => 2,7,3,1,0
6100 => 2,7,3,1,0
6101 => 2,7,3,1,0
6102 => 2,7,3,1,0
6103 => 2,7,3,1,0
6104 => 3,7,3,1,0
6105 => 3,7,3,1,0
6106 => 3,7,3,1,0
6107 => 3,7,3,1,0
6108 => 3,7,3,1,0
6109 => 3,7,3,1,0
6110 => 3,7,3,1,0
6111 => 3,7,3,1,0
6112 => 4,7,3,1,0
6113 => 4,7,3,1,0
6114 => 4,7,3,1,0
6115 => 4,7,3,1,0
6116 => 4,7,3,1,0
6117 => 4,7,3,1,0
6118 => 4,7,3,1,0
6119 => 4,7,3,1,0
6120 => 5,7,3,1,0
6121 => 5,7,3,1,0
6122 => 5,7,3,1,0
6123 => 5,7,3,1,0
6124 => 5,7,3,1,0
6125 => 5,7,3,1,0
6126 => 5,7,3,1,0
6127 => 5,7,3,1,0
6128 => 6,7,3,1,0
6129 => 6,7,3,1,0
6130 => 6,7,3,1,0
6131 => 6,7,3,1,0
6132 => 6,7,3,1,0
6133 => 6,7,3,1,0
6134 => 6,7,3,1,0
6135 => 6,7,3,1,0
6136 => 7,7,3,1,0
6137 => 7,7,3,1,0
6138 => 7,7,3,1,0
6139 => 7,7,3,1,0
6140 => 7,7,3,1,0
6141 => 7,7,3,1,0
6142 => 7,7,3,1,0
6143 => 7,7,3,1,0
6144 => 0,0,4,1,0
6145 => 0,0,4,1,0
6146 => 0,0,4,1,0
6147 => 0,0,4,1,0
6148 => 0,0,4,1,0
6149 => 0,0,4,1,0
6150 => 0,0,4,1,0
6151 => 0,0,4,1,0
6152 => 1,0,4,1,0
6153 => 1,0,4,1,0
6154 => 1,0,4,1,0
6155 => 1,0,4,1,0
6156 => 1,0,4,1,0
6157 => 1,0,4,1,0
6158 => 1,0,4,1,0
6159 => 1,0,4,1,0
6160 => 2,0,4,1,0
6161 => 2,0,4,1,0
6162 => 2,0,4,1,0
6163 => 2,0,4,1,0
6164 => 2,0,4,1,0
6165 => 2,0,4,1,0
6166 => 2,0,4,1,0
6167 => 2,0,4,1,0
6168 => 3,0,4,1,0
6169 => 3,0,4,1,0
6170 => 3,0,4,1,0
6171 => 3,0,4,1,0
6172 => 3,0,4,1,0
6173 => 3,0,4,1,0
6174 => 3,0,4,1,0
6175 => 3,0,4,1,0
6176 => 4,0,4,1,0
6177 => 4,0,4,1,0
6178 => 4,0,4,1,0
6179 => 4,0,4,1,0
6180 => 4,0,4,1,0
6181 => 4,0,4,1,0
6182 => 4,0,4,1,0
6183 => 4,0,4,1,0
6184 => 5,0,4,1,0
6185 => 5,0,4,1,0
6186 => 5,0,4,1,0
6187 => 5,0,4,1,0
6188 => 5,0,4,1,0
6189 => 5,0,4,1,0
6190 => 5,0,4,1,0
6191 => 5,0,4,1,0
6192 => 6,0,4,1,0
6193 => 6,0,4,1,0
6194 => 6,0,4,1,0
6195 => 6,0,4,1,0
6196 => 6,0,4,1,0
6197 => 6,0,4,1,0
6198 => 6,0,4,1,0
6199 => 6,0,4,1,0
6200 => 7,0,4,1,0
6201 => 7,0,4,1,0
6202 => 7,0,4,1,0
6203 => 7,0,4,1,0
6204 => 7,0,4,1,0
6205 => 7,0,4,1,0
6206 => 7,0,4,1,0
6207 => 7,0,4,1,0
6208 => 0,1,4,1,0
6209 => 0,1,4,1,0
6210 => 0,1,4,1,0
6211 => 0,1,4,1,0
6212 => 0,1,4,1,0
6213 => 0,1,4,1,0
6214 => 0,1,4,1,0
6215 => 0,1,4,1,0
6216 => 1,1,4,1,0
6217 => 1,1,4,1,0
6218 => 1,1,4,1,0
6219 => 1,1,4,1,0
6220 => 1,1,4,1,0
6221 => 1,1,4,1,0
6222 => 1,1,4,1,0
6223 => 1,1,4,1,0
6224 => 2,1,4,1,0
6225 => 2,1,4,1,0
6226 => 2,1,4,1,0
6227 => 2,1,4,1,0
6228 => 2,1,4,1,0
6229 => 2,1,4,1,0
6230 => 2,1,4,1,0
6231 => 2,1,4,1,0
6232 => 3,1,4,1,0
6233 => 3,1,4,1,0
6234 => 3,1,4,1,0
6235 => 3,1,4,1,0
6236 => 3,1,4,1,0
6237 => 3,1,4,1,0
6238 => 3,1,4,1,0
6239 => 3,1,4,1,0
6240 => 4,1,4,1,0
6241 => 4,1,4,1,0
6242 => 4,1,4,1,0
6243 => 4,1,4,1,0
6244 => 4,1,4,1,0
6245 => 4,1,4,1,0
6246 => 4,1,4,1,0
6247 => 4,1,4,1,0
6248 => 5,1,4,1,0
6249 => 5,1,4,1,0
6250 => 5,1,4,1,0
6251 => 5,1,4,1,0
6252 => 5,1,4,1,0
6253 => 5,1,4,1,0
6254 => 5,1,4,1,0
6255 => 5,1,4,1,0
6256 => 6,1,4,1,0
6257 => 6,1,4,1,0
6258 => 6,1,4,1,0
6259 => 6,1,4,1,0
6260 => 6,1,4,1,0
6261 => 6,1,4,1,0
6262 => 6,1,4,1,0
6263 => 6,1,4,1,0
6264 => 7,1,4,1,0
6265 => 7,1,4,1,0
6266 => 7,1,4,1,0
6267 => 7,1,4,1,0
6268 => 7,1,4,1,0
6269 => 7,1,4,1,0
6270 => 7,1,4,1,0
6271 => 7,1,4,1,0
6272 => 0,2,4,1,0
6273 => 0,2,4,1,0
6274 => 0,2,4,1,0
6275 => 0,2,4,1,0
6276 => 0,2,4,1,0
6277 => 0,2,4,1,0
6278 => 0,2,4,1,0
6279 => 0,2,4,1,0
6280 => 1,2,4,1,0
6281 => 1,2,4,1,0
6282 => 1,2,4,1,0
6283 => 1,2,4,1,0
6284 => 1,2,4,1,0
6285 => 1,2,4,1,0
6286 => 1,2,4,1,0
6287 => 1,2,4,1,0
6288 => 2,2,4,1,0
6289 => 2,2,4,1,0
6290 => 2,2,4,1,0
6291 => 2,2,4,1,0
6292 => 2,2,4,1,0
6293 => 2,2,4,1,0
6294 => 2,2,4,1,0
6295 => 2,2,4,1,0
6296 => 3,2,4,1,0
6297 => 3,2,4,1,0
6298 => 3,2,4,1,0
6299 => 3,2,4,1,0
6300 => 3,2,4,1,0
6301 => 3,2,4,1,0
6302 => 3,2,4,1,0
6303 => 3,2,4,1,0
6304 => 4,2,4,1,0
6305 => 4,2,4,1,0
6306 => 4,2,4,1,0
6307 => 4,2,4,1,0
6308 => 4,2,4,1,0
6309 => 4,2,4,1,0
6310 => 4,2,4,1,0
6311 => 4,2,4,1,0
6312 => 5,2,4,1,0
6313 => 5,2,4,1,0
6314 => 5,2,4,1,0
6315 => 5,2,4,1,0
6316 => 5,2,4,1,0
6317 => 5,2,4,1,0
6318 => 5,2,4,1,0
6319 => 5,2,4,1,0
6320 => 6,2,4,1,0
6321 => 6,2,4,1,0
6322 => 6,2,4,1,0
6323 => 6,2,4,1,0
6324 => 6,2,4,1,0
6325 => 6,2,4,1,0
6326 => 6,2,4,1,0
6327 => 6,2,4,1,0
6328 => 7,2,4,1,0
6329 => 7,2,4,1,0
6330 => 7,2,4,1,0
6331 => 7,2,4,1,0
6332 => 7,2,4,1,0
6333 => 7,2,4,1,0
6334 => 7,2,4,1,0
6335 => 7,2,4,1,0
6336 => 0,3,4,1,0
6337 => 0,3,4,1,0
6338 => 0,3,4,1,0
6339 => 0,3,4,1,0
6340 => 0,3,4,1,0
6341 => 0,3,4,1,0
6342 => 0,3,4,1,0
6343 => 0,3,4,1,0
6344 => 1,3,4,1,0
6345 => 1,3,4,1,0
6346 => 1,3,4,1,0
6347 => 1,3,4,1,0
6348 => 1,3,4,1,0
6349 => 1,3,4,1,0
6350 => 1,3,4,1,0
6351 => 1,3,4,1,0
6352 => 2,3,4,1,0
6353 => 2,3,4,1,0
6354 => 2,3,4,1,0
6355 => 2,3,4,1,0
6356 => 2,3,4,1,0
6357 => 2,3,4,1,0
6358 => 2,3,4,1,0
6359 => 2,3,4,1,0
6360 => 3,3,4,1,0
6361 => 3,3,4,1,0
6362 => 3,3,4,1,0
6363 => 3,3,4,1,0
6364 => 3,3,4,1,0
6365 => 3,3,4,1,0
6366 => 3,3,4,1,0
6367 => 3,3,4,1,0
6368 => 4,3,4,1,0
6369 => 4,3,4,1,0
6370 => 4,3,4,1,0
6371 => 4,3,4,1,0
6372 => 4,3,4,1,0
6373 => 4,3,4,1,0
6374 => 4,3,4,1,0
6375 => 4,3,4,1,0
6376 => 5,3,4,1,0
6377 => 5,3,4,1,0
6378 => 5,3,4,1,0
6379 => 5,3,4,1,0
6380 => 5,3,4,1,0
6381 => 5,3,4,1,0
6382 => 5,3,4,1,0
6383 => 5,3,4,1,0
6384 => 6,3,4,1,0
6385 => 6,3,4,1,0
6386 => 6,3,4,1,0
6387 => 6,3,4,1,0
6388 => 6,3,4,1,0
6389 => 6,3,4,1,0
6390 => 6,3,4,1,0
6391 => 6,3,4,1,0
6392 => 7,3,4,1,0
6393 => 7,3,4,1,0
6394 => 7,3,4,1,0
6395 => 7,3,4,1,0
6396 => 7,3,4,1,0
6397 => 7,3,4,1,0
6398 => 7,3,4,1,0
6399 => 7,3,4,1,0
6400 => 0,4,4,1,0
6401 => 0,4,4,1,0
6402 => 0,4,4,1,0
6403 => 0,4,4,1,0
6404 => 0,4,4,1,0
6405 => 0,4,4,1,0
6406 => 0,4,4,1,0
6407 => 0,4,4,1,0
6408 => 1,4,4,1,0
6409 => 1,4,4,1,0
6410 => 1,4,4,1,0
6411 => 1,4,4,1,0
6412 => 1,4,4,1,0
6413 => 1,4,4,1,0
6414 => 1,4,4,1,0
6415 => 1,4,4,1,0
6416 => 2,4,4,1,0
6417 => 2,4,4,1,0
6418 => 2,4,4,1,0
6419 => 2,4,4,1,0
6420 => 2,4,4,1,0
6421 => 2,4,4,1,0
6422 => 2,4,4,1,0
6423 => 2,4,4,1,0
6424 => 3,4,4,1,0
6425 => 3,4,4,1,0
6426 => 3,4,4,1,0
6427 => 3,4,4,1,0
6428 => 3,4,4,1,0
6429 => 3,4,4,1,0
6430 => 3,4,4,1,0
6431 => 3,4,4,1,0
6432 => 4,4,4,1,0
6433 => 4,4,4,1,0
6434 => 4,4,4,1,0
6435 => 4,4,4,1,0
6436 => 4,4,4,1,0
6437 => 4,4,4,1,0
6438 => 4,4,4,1,0
6439 => 4,4,4,1,0
6440 => 5,4,4,1,0
6441 => 5,4,4,1,0
6442 => 5,4,4,1,0
6443 => 5,4,4,1,0
6444 => 5,4,4,1,0
6445 => 5,4,4,1,0
6446 => 5,4,4,1,0
6447 => 5,4,4,1,0
6448 => 6,4,4,1,0
6449 => 6,4,4,1,0
6450 => 6,4,4,1,0
6451 => 6,4,4,1,0
6452 => 6,4,4,1,0
6453 => 6,4,4,1,0
6454 => 6,4,4,1,0
6455 => 6,4,4,1,0
6456 => 7,4,4,1,0
6457 => 7,4,4,1,0
6458 => 7,4,4,1,0
6459 => 7,4,4,1,0
6460 => 7,4,4,1,0
6461 => 7,4,4,1,0
6462 => 7,4,4,1,0
6463 => 7,4,4,1,0
6464 => 0,5,4,1,0
6465 => 0,5,4,1,0
6466 => 0,5,4,1,0
6467 => 0,5,4,1,0
6468 => 0,5,4,1,0
6469 => 0,5,4,1,0
6470 => 0,5,4,1,0
6471 => 0,5,4,1,0
6472 => 1,5,4,1,0
6473 => 1,5,4,1,0
6474 => 1,5,4,1,0
6475 => 1,5,4,1,0
6476 => 1,5,4,1,0
6477 => 1,5,4,1,0
6478 => 1,5,4,1,0
6479 => 1,5,4,1,0
6480 => 2,5,4,1,0
6481 => 2,5,4,1,0
6482 => 2,5,4,1,0
6483 => 2,5,4,1,0
6484 => 2,5,4,1,0
6485 => 2,5,4,1,0
6486 => 2,5,4,1,0
6487 => 2,5,4,1,0
6488 => 3,5,4,1,0
6489 => 3,5,4,1,0
6490 => 3,5,4,1,0
6491 => 3,5,4,1,0
6492 => 3,5,4,1,0
6493 => 3,5,4,1,0
6494 => 3,5,4,1,0
6495 => 3,5,4,1,0
6496 => 4,5,4,1,0
6497 => 4,5,4,1,0
6498 => 4,5,4,1,0
6499 => 4,5,4,1,0
6500 => 4,5,4,1,0
6501 => 4,5,4,1,0
6502 => 4,5,4,1,0
6503 => 4,5,4,1,0
6504 => 5,5,4,1,0
6505 => 5,5,4,1,0
6506 => 5,5,4,1,0
6507 => 5,5,4,1,0
6508 => 5,5,4,1,0
6509 => 5,5,4,1,0
6510 => 5,5,4,1,0
6511 => 5,5,4,1,0
6512 => 6,5,4,1,0
6513 => 6,5,4,1,0
6514 => 6,5,4,1,0
6515 => 6,5,4,1,0
6516 => 6,5,4,1,0
6517 => 6,5,4,1,0
6518 => 6,5,4,1,0
6519 => 6,5,4,1,0
6520 => 7,5,4,1,0
6521 => 7,5,4,1,0
6522 => 7,5,4,1,0
6523 => 7,5,4,1,0
6524 => 7,5,4,1,0
6525 => 7,5,4,1,0
6526 => 7,5,4,1,0
6527 => 7,5,4,1,0
6528 => 0,6,4,1,0
6529 => 0,6,4,1,0
6530 => 0,6,4,1,0
6531 => 0,6,4,1,0
6532 => 0,6,4,1,0
6533 => 0,6,4,1,0
6534 => 0,6,4,1,0
6535 => 0,6,4,1,0
6536 => 1,6,4,1,0
6537 => 1,6,4,1,0
6538 => 1,6,4,1,0
6539 => 1,6,4,1,0
6540 => 1,6,4,1,0
6541 => 1,6,4,1,0
6542 => 1,6,4,1,0
6543 => 1,6,4,1,0
6544 => 2,6,4,1,0
6545 => 2,6,4,1,0
6546 => 2,6,4,1,0
6547 => 2,6,4,1,0
6548 => 2,6,4,1,0
6549 => 2,6,4,1,0
6550 => 2,6,4,1,0
6551 => 2,6,4,1,0
6552 => 3,6,4,1,0
6553 => 3,6,4,1,0
6554 => 3,6,4,1,0
6555 => 3,6,4,1,0
6556 => 3,6,4,1,0
6557 => 3,6,4,1,0
6558 => 3,6,4,1,0
6559 => 3,6,4,1,0
6560 => 4,6,4,1,0
6561 => 4,6,4,1,0
6562 => 4,6,4,1,0
6563 => 4,6,4,1,0
6564 => 4,6,4,1,0
6565 => 4,6,4,1,0
6566 => 4,6,4,1,0
6567 => 4,6,4,1,0
6568 => 5,6,4,1,0
6569 => 5,6,4,1,0
6570 => 5,6,4,1,0
6571 => 5,6,4,1,0
6572 => 5,6,4,1,0
6573 => 5,6,4,1,0
6574 => 5,6,4,1,0
6575 => 5,6,4,1,0
6576 => 6,6,4,1,0
6577 => 6,6,4,1,0
6578 => 6,6,4,1,0
6579 => 6,6,4,1,0
6580 => 6,6,4,1,0
6581 => 6,6,4,1,0
6582 => 6,6,4,1,0
6583 => 6,6,4,1,0
6584 => 7,6,4,1,0
6585 => 7,6,4,1,0
6586 => 7,6,4,1,0
6587 => 7,6,4,1,0
6588 => 7,6,4,1,0
6589 => 7,6,4,1,0
6590 => 7,6,4,1,0
6591 => 7,6,4,1,0
6592 => 0,7,4,1,0
6593 => 0,7,4,1,0
6594 => 0,7,4,1,0
6595 => 0,7,4,1,0
6596 => 0,7,4,1,0
6597 => 0,7,4,1,0
6598 => 0,7,4,1,0
6599 => 0,7,4,1,0
6600 => 1,7,4,1,0
6601 => 1,7,4,1,0
6602 => 1,7,4,1,0
6603 => 1,7,4,1,0
6604 => 1,7,4,1,0
6605 => 1,7,4,1,0
6606 => 1,7,4,1,0
6607 => 1,7,4,1,0
6608 => 2,7,4,1,0
6609 => 2,7,4,1,0
6610 => 2,7,4,1,0
6611 => 2,7,4,1,0
6612 => 2,7,4,1,0
6613 => 2,7,4,1,0
6614 => 2,7,4,1,0
6615 => 2,7,4,1,0
6616 => 3,7,4,1,0
6617 => 3,7,4,1,0
6618 => 3,7,4,1,0
6619 => 3,7,4,1,0
6620 => 3,7,4,1,0
6621 => 3,7,4,1,0
6622 => 3,7,4,1,0
6623 => 3,7,4,1,0
6624 => 4,7,4,1,0
6625 => 4,7,4,1,0
6626 => 4,7,4,1,0
6627 => 4,7,4,1,0
6628 => 4,7,4,1,0
6629 => 4,7,4,1,0
6630 => 4,7,4,1,0
6631 => 4,7,4,1,0
6632 => 5,7,4,1,0
6633 => 5,7,4,1,0
6634 => 5,7,4,1,0
6635 => 5,7,4,1,0
6636 => 5,7,4,1,0
6637 => 5,7,4,1,0
6638 => 5,7,4,1,0
6639 => 5,7,4,1,0
6640 => 6,7,4,1,0
6641 => 6,7,4,1,0
6642 => 6,7,4,1,0
6643 => 6,7,4,1,0
6644 => 6,7,4,1,0
6645 => 6,7,4,1,0
6646 => 6,7,4,1,0
6647 => 6,7,4,1,0
6648 => 7,7,4,1,0
6649 => 7,7,4,1,0
6650 => 7,7,4,1,0
6651 => 7,7,4,1,0
6652 => 7,7,4,1,0
6653 => 7,7,4,1,0
6654 => 7,7,4,1,0
6655 => 7,7,4,1,0
6656 => 0,0,5,1,0
6657 => 0,0,5,1,0
6658 => 0,0,5,1,0
6659 => 0,0,5,1,0
6660 => 0,0,5,1,0
6661 => 0,0,5,1,0
6662 => 0,0,5,1,0
6663 => 0,0,5,1,0
6664 => 1,0,5,1,0
6665 => 1,0,5,1,0
6666 => 1,0,5,1,0
6667 => 1,0,5,1,0
6668 => 1,0,5,1,0
6669 => 1,0,5,1,0
6670 => 1,0,5,1,0
6671 => 1,0,5,1,0
6672 => 2,0,5,1,0
6673 => 2,0,5,1,0
6674 => 2,0,5,1,0
6675 => 2,0,5,1,0
6676 => 2,0,5,1,0
6677 => 2,0,5,1,0
6678 => 2,0,5,1,0
6679 => 2,0,5,1,0
6680 => 3,0,5,1,0
6681 => 3,0,5,1,0
6682 => 3,0,5,1,0
6683 => 3,0,5,1,0
6684 => 3,0,5,1,0
6685 => 3,0,5,1,0
6686 => 3,0,5,1,0
6687 => 3,0,5,1,0
6688 => 4,0,5,1,0
6689 => 4,0,5,1,0
6690 => 4,0,5,1,0
6691 => 4,0,5,1,0
6692 => 4,0,5,1,0
6693 => 4,0,5,1,0
6694 => 4,0,5,1,0
6695 => 4,0,5,1,0
6696 => 5,0,5,1,0
6697 => 5,0,5,1,0
6698 => 5,0,5,1,0
6699 => 5,0,5,1,0
6700 => 5,0,5,1,0
6701 => 5,0,5,1,0
6702 => 5,0,5,1,0
6703 => 5,0,5,1,0
6704 => 6,0,5,1,0
6705 => 6,0,5,1,0
6706 => 6,0,5,1,0
6707 => 6,0,5,1,0
6708 => 6,0,5,1,0
6709 => 6,0,5,1,0
6710 => 6,0,5,1,0
6711 => 6,0,5,1,0
6712 => 7,0,5,1,0
6713 => 7,0,5,1,0
6714 => 7,0,5,1,0
6715 => 7,0,5,1,0
6716 => 7,0,5,1,0
6717 => 7,0,5,1,0
6718 => 7,0,5,1,0
6719 => 7,0,5,1,0
6720 => 0,1,5,1,0
6721 => 0,1,5,1,0
6722 => 0,1,5,1,0
6723 => 0,1,5,1,0
6724 => 0,1,5,1,0
6725 => 0,1,5,1,0
6726 => 0,1,5,1,0
6727 => 0,1,5,1,0
6728 => 1,1,5,1,0
6729 => 1,1,5,1,0
6730 => 1,1,5,1,0
6731 => 1,1,5,1,0
6732 => 1,1,5,1,0
6733 => 1,1,5,1,0
6734 => 1,1,5,1,0
6735 => 1,1,5,1,0
6736 => 2,1,5,1,0
6737 => 2,1,5,1,0
6738 => 2,1,5,1,0
6739 => 2,1,5,1,0
6740 => 2,1,5,1,0
6741 => 2,1,5,1,0
6742 => 2,1,5,1,0
6743 => 2,1,5,1,0
6744 => 3,1,5,1,0
6745 => 3,1,5,1,0
6746 => 3,1,5,1,0
6747 => 3,1,5,1,0
6748 => 3,1,5,1,0
6749 => 3,1,5,1,0
6750 => 3,1,5,1,0
6751 => 3,1,5,1,0
6752 => 4,1,5,1,0
6753 => 4,1,5,1,0
6754 => 4,1,5,1,0
6755 => 4,1,5,1,0
6756 => 4,1,5,1,0
6757 => 4,1,5,1,0
6758 => 4,1,5,1,0
6759 => 4,1,5,1,0
6760 => 5,1,5,1,0
6761 => 5,1,5,1,0
6762 => 5,1,5,1,0
6763 => 5,1,5,1,0
6764 => 5,1,5,1,0
6765 => 5,1,5,1,0
6766 => 5,1,5,1,0
6767 => 5,1,5,1,0
6768 => 6,1,5,1,0
6769 => 6,1,5,1,0
6770 => 6,1,5,1,0
6771 => 6,1,5,1,0
6772 => 6,1,5,1,0
6773 => 6,1,5,1,0
6774 => 6,1,5,1,0
6775 => 6,1,5,1,0
6776 => 7,1,5,1,0
6777 => 7,1,5,1,0
6778 => 7,1,5,1,0
6779 => 7,1,5,1,0
6780 => 7,1,5,1,0
6781 => 7,1,5,1,0
6782 => 7,1,5,1,0
6783 => 7,1,5,1,0
6784 => 0,2,5,1,0
6785 => 0,2,5,1,0
6786 => 0,2,5,1,0
6787 => 0,2,5,1,0
6788 => 0,2,5,1,0
6789 => 0,2,5,1,0
6790 => 0,2,5,1,0
6791 => 0,2,5,1,0
6792 => 1,2,5,1,0
6793 => 1,2,5,1,0
6794 => 1,2,5,1,0
6795 => 1,2,5,1,0
6796 => 1,2,5,1,0
6797 => 1,2,5,1,0
6798 => 1,2,5,1,0
6799 => 1,2,5,1,0
6800 => 2,2,5,1,0
6801 => 2,2,5,1,0
6802 => 2,2,5,1,0
6803 => 2,2,5,1,0
6804 => 2,2,5,1,0
6805 => 2,2,5,1,0
6806 => 2,2,5,1,0
6807 => 2,2,5,1,0
